"organid"	"sentence"
"Part01_084UTR"	"De eventuele toeschrijving aan Conrad Ruprecht is gebaseerd op het feit dat deze in 1700 het burgerrecht van Roermond verwierf."
"Part01_084UTR"	"In 1702 plaatste hij ook een orgel in de Garnizoenskerk aldaar (thans in Venlo)."
"Part01_084UTR"	"Het orgel bevat twee bestanden 17e-eeuws pijpwerk."
"Part01_084UTR"	"Het grootste stamt uit de bouwtijd van het orgel en heeft een Westfaalse factuur."
"Part01_084UTR"	"Daarnaast bevindt zich in het orgel een hoeveelheid 17e-eeuwse pijpen van Waalse of Rijnlandse makelij."
"Part01_084UTR"	"Deze pijpen, afkomstig uit een of meer andere orgels, werden bij de modernisering van het orgel in 1804 of rond 1850 geplaatst."
"Part01_084UTR"	"Westfaals pijpwerk uit de 17e eeuw wordt aangetroffen in de volgende registers: HW Praestant 8', Holpijp 8', Octaaf 4', Fluit 4', Nasat 3', Mixtuur en Sexquialter; Pos Holpijp 8', Prestant 4', Roerfluit 4', Quintfluit 3' en Superoctaaf 2'."
"Part01_084UTR"	"Tot het andere bestand behoort o.a. het achtvoets koor van de Cornet."
"Part01_085UITHU"	"Van het thans gerestaureerde rugwerk zijn de frontpijpen, een deel van de Quintadena 8' en de Octaav 2' grotendeels en de Scherp in z'n geheel nieuw; de overige registers zijn van Schnitger."
"Part01_085UITHU"	"Op het (ongerestaureerde) hoofdwerk zijn de Bourdon 16', Praestant 8', Fluit 2' en Trompet 8' van Van Oeckelen, de andere registers zijn grotendeels van Schnitger."
"Part01_085UITHU"	"De pedaalregisters zijn van Schnitger, behalve de Subbas 16' en Bourdon 8' (i.p.v. de vroegere pedaal-Mixtuur), die door Van Oeckelen zijn geplaatst."
"Part01_085UITHU"	"De laden van RP en Ped zijn van Schnitger, de Hw-laden zijn van Van Oeckelen."
"Part01_085UITHU"	"De klaviatuur is van Hinsz."
"Part01_087GRONI"	"Het pijpwerk stamt uit verschillende bouwfasen."
"Part01_087GRONI"	"Hieronder volgt een globaal overzicht."
"Part01_087GRONI"	"HW 17e eeuw Octaaf 8', Holpijp 8', Octaaf 4', Octaaf 2'; 1702 Prestant 16', Trompet 8'; 1858 Bourdon 16', Nachthoorn 4', Salicionaal 8', Cornet, Mixtuur (ged.) RP hoofdzakelijk 1702, behalve Roerfluit 4' (17e eeuw) en Trompet 8' (1830) BW hoofdzakelijk 1830 Ped 17e eeuw Bourdon 16', Octaaf 4'; 1702 Prestant 8', Trompet 8', Trompet 4'; 1858 Subbas 16', Quint 10 2/3', Holpijp 8' De windlade van het rugwerk dateert uit 1702, de laden van het pedaal uit 1702 en 1858, die van het BW uit 1830 en die van het HW uit 1858."
"Part01_089EENUM"	"Afgezien van de (nieuwe) Quint 1 1/2', Sesquialter en Scherp bevat dit orgel uitsluitend Schnitger-registers."
"Part01_090GODLI"	"Het pijpwerk is hoofdzakelijk van Schnitger, met aanvullingen van Hinsz."
"Part01_090GODLI"	"Overwegend van Reil zijn de Sesquialter en de Mixtuur."
"Part01_090GODLI"	"De Vox Humana is een kopie van het gelijknamige register in Uithuizen."
"Part01_091MIDDE"	"De windlade van het hoofdwerk is van Duyschot, die van het rugwerk van Bätz/Van Os."
"Part01_091MIDDE"	"Deze orgelmakers vernieuwden in 1742 tevens de klaviatuur en de mechanieken."
"Part01_091MIDDE"	"De hoofdwerk-registers zijn vrijwel integraal van Duyschot, uitgezonderd de discant van de Trompet 8' (Van der Weele, 1822)."
"Part01_091MIDDE"	"Op het rugwerk is de Prestant 4' door Bätz/Van Os geplaatst, de Holpijp 8', Fluit 4', Octaaf 2' en Sesquialter zijn van Johann Caspar Müller."
"Part01_093WESTE"	"Deling B/D tussen h en c1."
"Part01_093WESTE"	"De volgende registers zijn geheel of gedeeltelijk van Jalinck: Prestant 8', Gedakt 8', Octaaf 4', Fluit does 4', Quint 3', Octaaf 2', Gemshoorn 2', Sesquialter, Mixtuur en Bazuin 16' (Ped)."
"Part01_094HEERA"	"De oorspronkelijke windlade is bewaard gebleven."
"Part01_094HEERA"	"Registerfragmenten uit 1708 zijn te vinden in de Fluit 8', Fluit douce 4' en Quint 3'."
"Part01_095DORDR"	"Van dit orgel bleven slechts de frontpijpen behouden, alsmede enkele panelen van de kas."
"Part01_096ZAAND"	"De scheiding B/D ligt tussen c1 en cis1."
"Part01_096ZAAND"	"De registeropschriften wijken op twee plaatsen af van de klinkende registers: Quint B 1 1/2' i.p.v."
"Part01_096ZAAND"	"Terts 1 3/5' en Sexquialter D i.p.v."
"Part01_096ZAAND"	"Octaaf 2' Het pijpwerk is overwegend oud."
"Part01_096ZAAND"	"Het toont een opvallende gelijkenis met dat van Ravenswaaij."
"Part01_097SNEEK"	"Uit 1711 dateren de windlade van het hoofdwerk en een achttal bijbehorende registers."
"Part01_097SNEEK"	"De beide prestanten in het front zijn nog origineel."
"Part01_098UTREC"	"Afgezien van de Cornet en de Doublette 2' is het pijpwerk grotendeels oud."
"Part01_098UTREC"	"De deling tussen bas en discant ligt tussen c1 en cis1."
"Part01_099GRONS"	"De 18 stemmen van GO en Positif staan om en om opgesteld op gemeenschappelijke (oorspronkelijke) windladen."
"Part01_099GRONS"	"De bas/discantdeling ligt tussen dis1 en e1."
"Part01_099GRONS"	"Uit 1712 stammen de volgende registers: GO Bourdon, Prestant, Flûte, Doublette, Fourniture, Cornet, Trompette; Pos Bourdon, Prestant, Doublette, Cromorne; Echo Bourdon, Flûte, Cornet, Hautbois."
"Part01_100ZAAND"	"Van het oude orgel bleven de kas en enig pijpwerk bewaard."
"Part01_101SLOTE"	"Pijpwerk van Kamp bevindt zich in de hoofdwerkregisters Praestant 8' (binnenpijpen), Holpijp 8', Octaaf 4', Quint 3', Woudfluit 2', Sexquialter en Mixtuur en de rugwerkregisters Fluit does 8', Quintfluit 3' en Octaaf 2'."
"Part01_102RIED"	"De geheel ledige tweevoets rugwerkkas is uniek."
"Part01_102RIED"	"De frontpijpen in de tussenvelden van het manuaal zijn houten imitatiepijpen."
"Part01_102RIED"	"Van het oorspronkelijke pijpwerk bleef een belangrijk deel bewaard, zij het vaak met een andere functie."
"Part01_103KROMM"	"De balgen zijn waarschijnlijk nog van Duyschot."
"Part01_103KROMM"	"Eén van de twee balgen doet dienst."
"Part01_103KROMM"	"De vouwbalg, onderin het orgel, behorend bij het in 1977 geplaatste kabinetorgel, fungeert thans als schokbreker."
"Part01_104LIMBR"	"Van dit orgel waren de kas, de windlade, de windvoorziening en delen van de mechaniek bewaard gebleven."
"Part01_104LIMBR"	"Het pijpwerk was geheel verdwenen, evenals grote delen van de mechanieken en het manuaalklavier."
"Part01_104LIMBR"	"Het pedaalklavier was wel behouden."
"Part01_105RAVEN"	"Deling B/D tussen c1 en cis1."
"Part01_105RAVEN"	"Behalve het front heeft het orgel verschillende andere Hollandse kenmerken, zoals de spitsboog labiumvorm van de binnenpijpen en de bolvormige registerknoppen."
"Part01_105RAVEN"	"Van de tien originele stemmen zijn er ca 6 1/2 bewaard gebleven."
"Part01_105RAVEN"	"Geheel nieuw zijn slechts de Quint 3' en de Trompet D 8'."
"Part01_105RAVEN"	"Opmerkelijk is de aanwezigheid van pijpwerk van Hans Wolff Schonat en Apollonius Bosch in de Sexquialter."
"Part01_106WOERD"	"De frontpijpen zijn van later datum, evenals 12 pijpen van de Fluit 4' en de discant van de Mixtuur."
"Part01_106WOERD"	"Het overige pijpwerk is grotendeels oud."
"Part01_107MEPPE"	"Het overgrote deel van het pijpwerk op HW en RP is van Jan Harmens Kamp."
"Part01_107MEPPE"	"Nieuwe zijn de frontpijpen, de Cimbel en Dulciaan 16' op het HW en de Quint 1 1/2', Octaaf 2' en Scherp op het RP. De Trompet 8' (HW) is deels van Kamps, deels van Schnitger, de Dulciaan 8' (RP) is van Schnitger."
"Part01_107MEPPE"	"Van diens hand is ook de Nasard 3' (HW)."
"Part01_107MEPPE"	"Alle registers op BoW en Ped zijn nieuw."
"Part01_108SCHOO"	"Op twee registers na, de Tertiaan en de Mixtuur, is het oude pijpwerk van het hoofdwerk nog aanwezig."
"Part01_108SCHOO"	"Net zoals in Culemborg is het door twee makers vervaardigd."
"Part01_108SCHOO"	"Het staat opgesteld op de originele, zij het gewijzigde windlade."
"Part01_108SCHOO"	"Op het wellenbord staat de volgende aantekening te lezen: 'Theodorus Schiffers orgelmaker me fecit 1716'."
"Part01_108SCHOO"	"Heeft Schiffers het orgel in dienst van Verhofstadt vervaardigd?"
"Part01_109LEUR"	"Deling B/D tussen c1 en cis1."
"Part01_109LEUR"	"Van de oorspronkelijke situatie resteren de volgende onderdelen: 14 van de 20 halve registers, de windlade (thans in opslag) en delen van de mechaniek."
"Part01_110IJSSE"	"In de navolgende registers wordt Verhofstadt-pijpwerk aangetroffen: HW Holpijp 8' en Quint 3'; OP Bourdon 8' en Ged."
"Part01_110IJSSE"	"Fluit 4'."
"Part01_110IJSSE"	"In de Cornet en de Roerfluit 4' bevinden zich 17e-eeuwse pijpen."
"Part01_110IJSSE"	"In het orgel bevond zich tot voor kort de aantekening 'Theodorus Schiffers me fecit 1716', maar deze is thans verdwenen (vergelijk Schoorl, Hervormde Kerk)."
"Part01_112WESTZ"	"Klaviatuur, registratuur, regeerwerk en windvoorziening van Verhofstadt zijn intact gebleven."
"Part01_112WESTZ"	"De windlade alsmede het merendeel van het pijpwerk zijn van Hageman."
"Part01_112WESTZ"	"Van Verhofstadt resteren de frontpijpen."
"Part01_113AMDAM"	"Bij de vernieuwing van het orgel in 1909 nam Adema veel pijpwerk van Flaes over."
"Part01_114CULEM"	"Het overgrote deel van het pijpwerk is origineel."
"Part01_114CULEM"	"Men treft pijpen aan met inscripties van Verhofstadt maar andere met inscripties van een medewerker, vermoedelijk Theodorus Mons."
"Part01_114CULEM"	"Ook in Schoorl herkennen we diens hand."
"Part01_114CULEM"	"Van de hoofdwerk-registers werd slechts de Cimbel door De Koff nieuw gemaakt, op het rugwerk zijn de Quint 1 1/3', Sexquialter, Mixtuur en Vox Humana 8' van deze bouwer."
"Part01_114CULEM"	"De windladen zijn origineel."
"Part01_116ZOUTE"	"Op het pijpwerk na verkeert het orgel grotendeels in originele staat."
"Part01_116ZOUTE"	"Het klavier heeft ondertoetsen van ebbenhout en boventoetsen van ivoor."
"Part01_116ZOUTE"	"Opmerkelijk is verder het kistpedaal."
"Part01_117VOORS"	"In de volgende registers bleef Zeemans-pijpwerk bewaard: HW Prestant 8', Roerfluit 8', Octaaf 4', Fluit 4' en Octaaf 2'."
"Part01_118EESTR"	"Een substantieel deel van het pijpwerk is oud."
"Part01_118EESTR"	"Het staat opgesteld op een niet-originele windlade."
"Part01_118EESTR"	"De Noordduitse herkomst van de bouwer blijkt uit de wijze waarop hij de registernamen spelde, bv. 'Octava 2 Fusz ton'."
"Part01_119RODAM"	"In de volgende registers bleef Verhofstadt-pijpwerk bewaard: HW Bourdon 16', Prestant 8' (binnenpijpen), Roerfluit 8', Octaaf 4', Fluit 4', Mixtuur (bas), en Trompet 8' (bekers); BW Holfluit 8'; Ped Octaaf 8', Fluit 8'."
"Part01_119RODAM"	"De Woudfluit 2' (BW) en de bekers van de Trombone 8' (Ped) dateren uit het midden van de 18e eeuw, maker onbekend."
"Part01_121DONKE"	"Discantregisters vanaf cis1."
"Part01_124DUURS"	"Volgens Broekhuyzen zou dit orgel pijpen bevatten uit het voormalige orgel van de Grote of St-Michaelskerk, dat in 1721 werd vervangen."
"Part01_124DUURS"	"Hiervoor zijn echter geen aanwijzingen te vinden."
"Part01_124DUURS"	"De windlade en de tractuur zijn nog van Schnitger."
"Part01_124DUURS"	"In de volgende registers treft men Schnitger-pijpwerk aan: Prestant 8', Roerfluit 8', Octaaf 4', Fluit 4' (betreft opgeschoven Gedekte Quint 3'), Fluit 2' (uit Quint 1 1/2')."
"Part01_125LOSSE"	"Holpijp 8', Prestant 4' (gedeeltelijk), Quint 3', Octaaf 2', Sexquialter (herschikt in 1822) en Mixtuur dateren van 1725."
"Part01_125LOSSE"	"De frontpijpen van de Prestant 4', de Viola di Gamba 4' (grotendeels) en de Prestant D 8' stammen uit 1822."
"Part01_125LOSSE"	"Een deel van de Mixtuur alsmede de Trompet 8' zijn nieuw gemaakt."
"Part01_127KOLHO"	"Het orgel bevat pijpwerk van diverse makers, te weten Smit, Gerstenhauer en Flaes."
"Part01_127KOLHO"	"Het oudste register lijkt de Fluit 4' te zijn."
"Part01_128RODAM"	"Oud pijpwerk in Prestant 4' (18e eeuws, uit diverse registers afkomstig), Holpijp 8' (ged. 18e eeuws, mogelijk vroeger Quintadeen geweest), Open Fluit 4' (19e eeuws), Octaaf 2' (uit diverse registers afkomstig) en Fluit 4' (18e-, 19e eeuws, verschillende herkomst)."
"Part02_001AMSTE"	"Het Vater-pijpwerk vertoont kenmerken van de Schnitger-school, het Müller-pijpwerk laat Hollandse invloed zien."
"Part02_001AMSTE"	"Müller heeft de prestantregisters van Vater een halve toon opgeschoven en de grootste pijp bijgemaakt."
"Part02_001AMSTE"	"Bovendien heeft hij deze registers in de discant verdubbeld."
"Part02_001AMSTE"	"De Mixtuur van Vater op het hoofdwerk werd onveranderd als Scherp gebruikt en een nieuwe Mixtuur werd bijgemaakt."
"Part02_001AMSTE"	"De Mixtuur van het rugwerk bleef gehandhaafd."
"Part02_001AMSTE"	"De open Quint-registers van Vater verving Müller door Quintfluiten."
"Part02_001AMSTE"	"De tongwerken tonen een tamelijk homogene factuur."
"Part02_001AMSTE"	"Van de meeste Vater-tongwerken heeft Müller de kelen herschikt."
"Part02_001AMSTE"	"Om dit te kunnen realiseren maakte hij nieuwe koppen van notenhout."
"Part02_002GRAVH"	"De beide windladen zijn van Garrels."
"Part02_002GRAVH"	"Windvoorziening, mechanieken en klaviatuur (naar Garrels-klavieren in Jacobikerk te Utrecht) werden in 1995 nieuw gemaakt."
"Part02_002GRAVH"	"De frontpijpen van HW en RP werden gereconstrueerd."
"Part02_002GRAVH"	"De bijbehorende binnenpijpen zijn van Garrels."
"Part02_002GRAVH"	"De Holpijp 8' (RP) bestaat uit vroeg-18e-eeuwse pijpen, niet in de factuur van Garrels maar door hem wel van inscripties voorzien."
"Part02_002GRAVH"	"De Quintfluit 3'(HW) en Dulciaan 8' (RP) zijn uit 1995."
"Part02_002GRAVH"	"Alle overige registers zijn grotendeels van Garrels."
"Part02_003WESTE"	"Waarschijnlijk heeft Johann Michaëll Swartzburg het orgel in opdracht van Christian Müller vervaardigd."
"Part02_003WESTE"	"Kas en technische delen zijn in 1726 nieuw gemaakt, het pijpwerk - dunwandig en met een hoog loodgehalte - is echter overwegend van oudere datum."
"Part02_004LEEUW"	"Bij de restauratie van 1978 werd het uiterlijk van het orgel in oude staat hersteld door het wegnemen van latere verflagen en het weer tevoorschijn brengen van de oorspronkelijke rode kleur."
"Part02_004LEEUW"	"De restauratie van het binnenwerk beoogde het herstel van het Müller-klankbeeld met behoud van de waardevolle 19e-eeuwse technische onderdelen."
"Part02_004LEEUW"	"Van de windladen zijn alleen de pedaalladen nog van Müller."
"Part02_004LEEUW"	"De overige laden dateren uit 1885."
"Part02_004LEEUW"	"Van de klaviatuur dateert alleen de orgelbank nog uit 1727."
"Part02_004LEEUW"	"De registerknoppen zijn uit 1885, klavieren en pedaal werden in de stijl van 1885 nieuw gemaakt."
"Part02_004LEEUW"	"De mechanieken dateren in hoofdzaak uit 1885."
"Part02_004LEEUW"	"Veel labiaalregisters bevatten complete reeksen Müller-pijpen."
"Part02_004LEEUW"	"Geheel nieuw zijn op het HW Mixtuur en Scherp, op het RP Cornet en Sexquialter,  op het BW Viola di Gamba 8', Quintadeen 8', en Cimbaal, op het Ped Quint 3'."
"Part02_004LEEUW"	"In de volgende registers bevinden zich Müller-pijpen, maar is het merendeel nieuw: op het RP Holpijp 8', Octaaf 4', op het BW Sexquialter, op het Ped Mixtuur."
"Part02_004LEEUW"	"Het dubbelkoor van de Octaaf 8' (HW) is ook nieuw."
"Part02_004LEEUW"	"Alle trompet-achtige tongwerken zijn van Müller."
"Part02_004LEEUW"	"Nieuw gemaakt zijn de Dulciaan 8' en Voxhumana 8' op het BW. Het bovenwerk staat weliswaar een etage hoger dan het hoofdwerk opgesteld, maar achter de tot aan de bovenkant van de kas doorgetrokken achterwand van het hoofdwerk."
"Part02_004LEEUW"	"In deze afsluitende wand bevinden zich luiken en deuren die ter plekke open en dicht kunnen worden gemaakt."
"Part02_005STANN"	"Van het oude orgel uit 1727 bleven de volgende onderdelen bewaard in de kerk: de eiken orgelkas met galerij en balustrade; 21 frontpijpen van lood in de drie torens."
"Part02_005STANN"	"Een groot deel van het binnenpijpwerk kwam na omzwervingen terecht bij de orgelmakers Gebr."
"Part02_005STANN"	"Reil te Heerde, waar het thans in opslag ligt, in afwachting van een restauratie van dit orgel."
"Part02_005STANN"	"Van het orgel van 1928 zijn de volgende onderdelen nog in de kas aanwezig: de windvoorziening, de kegelladen van manuaal en pedaal, delen van de pneumatische tractuur, enige zinken en metalen binnenpijpen, 27 Subbas-pijpen van het pedaal."
"Part02_006ILPEN"	"Bij de bouw van het orgel werd gebruik gemaakt van oudere onderdelen."
"Part02_006ILPEN"	"Een windlade met 6 plaatsen en 47 tonen werd voor het Onderpositief gebruikt."
"Part02_006ILPEN"	"Voor 6 registers werd pijpwerk gebruikt dat omstreeks 1665 door Barent Smit gemaakt kan zijn."
"Part02_006ILPEN"	"Pijpen uit ca 1665 worden aangetroffen in de volgende registers: HW Roerfluit 8', Octaaf 4', Quint 3', Octaaf 2', Cornet; OP Fluit 4'."
"Part02_006ILPEN"	"De toonhoogte in 1728 was ongeveer 430 Hz."
"Part02_006ILPEN"	"De werkzaamheden van 1855 werden vanwege 'een tijdelijk gebrek aan 't gehoor' van Van Nieuwkerk voltooid door P. Flaes."
"Part02_006ILPEN"	"Het is niet bekend wanneer het pijpwerk van de Mixtuur van het OP is verdwenen."
"Part02_007SPRAN"	"Het grootste deel van het pijpwerk uit 1728 bleef bewaard."
"Part02_007SPRAN"	"Uitzonderingen zijn: HW Flûte travers 8' (eiken, mogelijk 1804), Scherp (1958), en tertskoor Cornet (ca 1950); OP Mixtuur (1958) en Fagot (laat 18e-eeuws of 1804)."
"Part02_007SPRAN"	"Van de overige delen bleef minder bewaard."
"Part02_007SPRAN"	"Uit 1728 dateert alleen nog het walsbord en de registermechaniek van het HW. Windlade, speelmechaniek en registermechaniek van het OP dateren uit 1804."
"Part02_007SPRAN"	"De klavieren met de gehalveerde manuaalkoppeling kunnen van H.H. Hess zijn."
"Part02_008HOLYS"	"Van Giessen maakte in 1730 een tweemanualig orgel, vermoedelijk met gebruikmaking van een bestaand huisorgel."
"Part02_008HOLYS"	"Bij de plaatsing te Ouderkerk aan de Amstel heeft Friedrichs het orgel gereduceerd tot een eenklaviers instrument."
"Part02_008HOLYS"	"Het pijpwerk is voor een belangrijk deel van Van Giessen."
"Part02_008HOLYS"	"Het pedaalklavier alsmede de orgelbank zijn waarschijnlijk ook van zijn hand."
"Part02_008HOLYS"	"Alle registers bestaan grotendeels uit Van Giessen-pijpwerk."
"Part02_008HOLYS"	"De Roerfluit 4' is samengesteld uit pijpwerk van de oorspronkelijke Quint 3' en Fluit B 1'."
"Part02_009ESCHA"	"Het pijpwerk is vroeg 18e-eeuws, behalve de Salicionaal D 8', de tongwerkbekers en enkele aanvullende pijpen."
"Part02_010ROZEN"	"In de kleine platte tussenveldjes staan nog enige frontpijpen uit het oude orgel."
"Part02_011ZANDE"	"De registerknoppen van het RP zijn aangebracht in RP-kas."
"Part02_011ZANDE"	"Het oorspronkelijke pijpwerk bestaat voor het grootste gedeelte uit materiaal, afkomstig uit de werkplaatsen van Frans Caspar Schnitger."
"Part02_011ZANDE"	"Na het overlijden van F.C. Schnitger in 1729 nam Hinsz de bouw van het orgel over."
"Part02_013MAASS"	"Het orgel van Maassluis heeft in de loop van zijn bestaan zeer veel veranderingen ondergaan."
"Part02_013MAASS"	"De dispositie werd keer op keer gemoderniseerd en het pijpwerk opgeschoven."
"Part02_013MAASS"	"Daardoor werd het accent steeds meer verlegd naar ""lieflijkheid"" en ""molligheid""."
"Part02_013MAASS"	"Het huidige pijpenbestand is een mengeling uit diverse bouwperiodes, met als basis het pijpwerk van Garrels."
"Part02_013MAASS"	"Hieraan is later echter voortdurend gewerkt."
"Part02_013MAASS"	"Er zijn daarom geen ononderbroken registers van welke orgelmaker dan ook te vinden."
"Part02_013MAASS"	"De gecompliceerde geschiedenis van het orgel weerspiegelt zich in de diversiteit aan factuur, zelfs binnen een enkel register."
"Part02_013MAASS"	"Voor een gedetailleerd overzicht raadplege men Jan Zwart, Van een deftig orgel."
"Part02_014EEXTA"	"De geschiedenis van het orgel gaat terug tot het begin van de 17e eeuw."
"Part02_014EEXTA"	"Het pijpwerk van de discant van de Roerfluit 8' dateert nog uit die tijd."
"Part02_014EEXTA"	"In 1663 werd het orgel voor een aanzienlijk bedrag verbouwd door Hendrick Huis."
"Part02_014EEXTA"	"Het middengedeelte van het front en de Trompet 8' is het enige wat in de provincie Groningen rest van het werk van Matthias Amoor."
"Part02_014EEXTA"	"Het oude pijpwerk is heterogeen van samenstelling, waaronder zich nogal wat pijpwerk van Hinsz bevindt."
"Part02_014EEXTA"	"Bij de jongste restauratie zijn de schikking en de intonatie van het oude pijpwerk, zoals die door Van Oeckelen zijn aangebracht, gehandhaafd."
"Part02_015LEENS"	"De registerknoppen van het RP zijn aangebracht in RP-kas."
