"organid"	"aids"	"pitch"	"temperature"	"range1"	"range2"	"windSys"	"windPres"	"consoleLoc"
"Part14_000LoosduinenOLV"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties P MF F Oplosser
trede generaal crescendo
trede crescendokast II"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"drie zwemmerbalgen"	"mm"	"vrijstaande speeltafel"
"Part14_000Zeerijp"	"generaal crescendotrede"	"niet meetbaar"	"evenredig zwevend"	"C-f3"	"C-e"	"magazijnbalg met twee schepbalgen en handpomp (1908)"	"niet meetbaar"	"vrijstaande speeltafel op de zolder achter het orgel"
"Part14_000Kortgene"	"tremblant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1905)"	"64 mm"	"achterzijde"
"Part14_000SintLaurens"	"pedaalkoppel
vaste combinaties P - MF - FF"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1906)"	"80 mm"	"achterzijde"
"Part14_000West-Graftdijk"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen en handpomp (1903)"	"80 mm"	"rechterzijde"
"Part14_000Tegelen"	"koppelingen Man I+II, Man I+II 16', Ped-Man I, Ped-Man II, Ped+Man II 4'
autom. ped. met vier vrije versterkingen Ped Octaafbas 8', Gedekt 8', Prestant 4', Ped-I
vaste combinaties P F Tutti - oplosser
vier vrije combinaties - oplosser
tongwerken af voor Bazuin 16', Trompet 8', Trompet 8', Basson 8' (vrij instelbaar)
tremulant II
treden (knoppen) koppelingen I+II, P+I, P+II en Tutti
trede zwelkast II"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met vier regulateurs"	"HW 98 mm, ZwW 95 mm, Ped 80 mm"	"vrijstaande speeltafel"
"Part14_000Broek"	"tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg (1907)"	"88 mm"	"linkerzijde"
"Part14_000Hoedekenskerke"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1904)"	"87 mm"	"rechterzijde"
"Part14_000MedemblikDps"	"tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met twee schepbalgen en handpomp (1909)"	"60 mm"	"linkerzijde"
"Part14_000Oud-Gastel"	"koppelingen Réunion Réc + GO, Réunion GO + Péd, Réunion Réc + Péd, Octave Grave
tremolo Réc
expression Réc"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee regulateurs (1910)"	"niet meetbaar"	"vrijstaande speeltafel met zicht op hoofdaltaar"
"Part14_000Garderen"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant"	"a1 = 429 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"regulateur"	"72 mm"	"achterzijde"
"Part14_000Valthermond"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1902)"	"65 mm"	"linkerzijde"
"Part14_000Bergambacht"	"koppelingen (uitgevoerd als knop en trede) Man I-II, Ped-Man I, Ped-Man II
tremulant Man II
trede zwelkast Man II
wind (motorschakelaar)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg"	"Man I en Ped 82 mm, Man II 86 mm"	"linkerzijde"
"Part14_000HeienBoeicop"	"koppelingen (uitgevoerd als treden) HW-NW, Ped-HW, Ped-NW
tremulant NW"	"a1 = 434 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"66 mm"	"voorzijde"
"Part14_000Parrega"	"klavierkoppel (trede)
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"mm"	"linkerzijde"
"Part14_000Eernewoude"	"pedaalkoppel
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateur"	"mm"	"rechterzijde"
"Part14_000Opeinde"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1909)"	"70 mm"	"rechterzijde"
"Part14_000TerApel"	"windlosser"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-a"	"magazijnbalg met twee schepbalgen en handpomp (1905)"	"76 mm"	"linkerzijde"
"Part14_000Hollum"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp"	"71 mm"	"rechterzijde"
"Part14_000Geleen"	"koppelingen HW-Pos, Ped-HW
tremulant (gehele orgel)
calcant (geen functie)"	"a1 = 442 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en schokbalg (1863)"	"90 mm"	"vrijstaande speeltafel midden voor het orgel"
"Part14_000Biezelinge"	"manuaalkoppel (trede)
ventiel
windwijzer
Celeste (= tremulant, knop is vastgezet)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-h"	"magazijnbalg met twee schepbalgen en balanstrapinstallatie (1909)"	"73 mm"	"rechterzijde"
"Part14_000Alphen"	"koppelingen HW-NW, Ped-HW, octaafkoppel HW
vaste combinaties P MF F T afsteller
tremulant"	"a1 = 442 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"84 mm"	"rechterzijde"
"Part14_000Oosterend"	"pedaalkoppel
tremulant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1906)"	"niet gemeten"	"rechterzijde"
"Part14_000Bleijerheide"	"koppel Man I+II, Man I+II 16', Man I+II 4', Ped+I, Ped+II, Ped+II 4'
vaste combinaties P - MF - F - T
vrije combinatie
ap [automatisch pianopedaal]
tremulant"	"a1 = 433 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met schepbalg en trapinstallatie (1908)"	"75 mm"	"vrijstaande speeltafel"
"Part14_000Putte"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant
calcant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"65 mm"	"voorzijde"
"Part14_000Zijderveld"	""	"a1 = 4   Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	""	"mm"	"rechterzijde"
"Part14_000Raard"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1908)"	"65 mm"	"linkerzijde"
"Part14_000Scheulder"	"ventiel"	"a1 = 420 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"Magazijnbalg met twee schepbalgen en handpomp (1904)"	"80 mm"	"vrijstaande speeltafel"
"Part14_000DenHelder"	"koppelingen HW-NW, Ped-HW, Ped-NW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"74 mm"	"linkerzijde"
"Part14_000RodenRK"	"pedaalkoppel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (ca 1905)"	"90 mm"	"linkerzijde"
"Part14_000Hekelingen"	"tremulant (trede)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met regulateur (1908)"	"80 mm"	"linkerzijde"
"Part14_000Montfoort"	"koppelingen HW-BW, Ped-HW
tremblant BW
ventil"	"a1 = 412 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1904) en regulateur (2003) Ped"	"82 mm"	"linkerzijde"
"Part14_000Aduard"	"ventiel (buiten gebruik)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen en handpomp (1908)"	"80 mm"	"rechterzijde"
"Part14_000Eext"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met twee schepbalgen en handpomp (1910)"	"84 mm"	"linkerzijde"
"Part14_000Weesp"	"manuaalkoppel, suboctaafkoppel II, Ped-I, Ped-II
vrije combinatie
vaste combinaties pp - p - mf - f - ff – tutti
automatisch pedaal
combinatieregisters HW
combinatieregisters manuaal Rec
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen (1907)"	"85 mm"	"rechterzijde"
"Part14_000Groningen"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties P MF F
vrije combinatie
oplosser
tremulant II
trede zwelkast Man II"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee regulateurs (1906)"	"hoofdbalg 115 mm, Man I en Ped 85 mm, Man II bas 82 mm, discant 90 mm"	"vrijstaande speeltafel midden voor het orgel"
"Part14_000Westerbroek"	"windlosser"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-a"	"enkelvouwige magazijnbalg met twee schepbalgen en handpomp (1904)"	"84 mm"	"linkerzijde"
"Part14_000Maasbommel"	"koppelingen II Man aan I Man, I Man aan Ped, II Man aan Ped, melodiekoppel
vier vaste combinaties
trede zwelkast"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met schepbalg en handpomp (1908) en schokbalg"	"92 mm"	"vrijstaande speeltafel midden voor het orgel"
"Part14_000Drempt"	"trede Prestant 8'
ventiel"	"a1 = 441 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met twee schepbalgen (1904)"	"74 mm"	"linkerzijde"
"Part14_000Heerenberg"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties P MF F 
vrije combinatie
oplosser"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en drie regulateurs (1897)"	"HW onderlade 72 mm, bovenlade 78 mm, Pos en Ped 80 mm"	"vrijstaande speeltafel"
"Part14_000NederhorstHerv"	"manuaalkoppel, pedaalkoppel"	"a1 = 4.. Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateur"	"mm"	"rechterzijde"
"Part14_000Driel"	"koppelingen Swell to Great, Swell Octave, Great to Pedals, Swell to Pedals
hitch down trede Swell
treden Great Piano, Great Forte, Swell Piano, Swell Forte, Great to Pedals reversible
tremulant Swell
tell tale (windwijzer)"	"a1 = 452 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg (1902)"	"87 mm"	"voorzijde"
"Part14_000Kollumerzwaag"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1904)"	"80 mm"	"linkerzijde"
"Part14_000EindhovenPaterskerk"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties p, mf, f, t, oplosser
trede crescendokas Man II
calcant
tremolo NW"	"a1 = 438 Hz"	"evenredig zwevend"	"C-f3"	"C-f1, (laden C-d1)"	"magazijnbalg met twee schepbalgen en vier regulateurs (HW bas en discant, NW en Ped)"	"HW bas 76 mm, HW discant 80 mm, NW 84 mm, Ped niet gemeten"	"vrijstaande speeltafel met zicht op het hoogaltaar"
"Part14_000Westbroek"	"ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met schepbalg (1914)"	"80 mm"	"rechterzijde"
"Part14_000Baambrugge"	"ventil"	"a1 = 432 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg"	"68 mm"	"linkerzijde"
"Part14_000Wolphaartsdijk"	"klavierkoppel, pedaalkoppel
tremblant
ventiel
muette"	"a1 = 438 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en balanstrapinstallatie (1904)"	"78 mm"	"rechterzijde"
"Part14_000Wommels"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen en handpomp (1904)"	"76 mm"	"rechterzijde"
"Part14_000NieuwAmsterdam"	"tremblant
ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1902)"	"mm"	"rechterzijde"
"Part14_000LuttenGerefVrij"	"koppelingen Swell to Great, Swell Octave, Great to Pedals, Swell to Pedals
trede Swell"	"a1 = 442 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg (1902)"	"68 mm"	"voorzijde"
"Part14_000Borssele"	"tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met twee schepbalgen (1903)"	"88 mm"	"rechterzijde"
"Part14_000Oudelande"	"tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1905)"	"76 mm"	"linkerzijde"
"Part14_000Waaksens"	"tremulant
windlosser"	"a1 = 434 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1910)"	"68 mm"	"linkerzijde"
"Part14_000Tirns"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1909)"	"65 mm"	"linkerzijde"
"Part14_000Colijnsplaat"	"tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"70 mm"	"linkerzijde"
"Part14_000Babyloniânbroek"	"pedaalkoppel
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"88 mm"	"linkerzijde"
"Part14_000Monster"	"manuaalkoppel, pedaalkoppel
tremulant BW
windlozer"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en balanstrapinstallatie (1904)"	"73 mm"	"rechterzijde"
"Part14_000Bakkeveen"	"tremulant
ventiel"	"a1 = 445 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1910)"	"66 mm"	"linkerzijde"
"Part14_000Breda"	"koppelingen Swell to Great, Great to Pedals, Swell to Pedals
trede Swell
tremulant
twee combinatietreden Great"	"a1 = 435 Hz"	"evenredig zwevend"	"C-a3"	"C-f1"	"magazijnbalg"	"70 mm"	"voorzijde"
"Part14_000Heeswijk-Dinther"	""	"a1 = 439 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1906)"	"66 mm"	"rechterzijde"
"Part14_000Kruiningen"	"koppeling Man-Ped
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"66 mm"	"linkerzijde"
"Part13_114Hornhuizen"	""	"niet meetbaar"	"evenredig zwevend"	"C-e3"	"C-d1"	"magazijnbalg met regulateurbalg"	"niet meetbaar"	"rechterzijde"
"Part13_115Itens"	"tremulant
ventiel"	"a1 =  435 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1900)"	"80 mm"	"rechterzijde"
"Part13_119Rotterdam-Kralingen"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties opl. I II III IV
tremolo
windlosser
calcant
crescendotrede BW"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en drie regulateurs (1900)"	"HW 86 mm, BW 78 mm, Ped 70 mm"	"vrijstaande speeltafel met zicht op hoofdaltaar"
"Part13_092Gravenzande"	"manuaalkoppel, Pedaal I, Pedaal II
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee inspringende vouwen, twee schepbalgen en handpomp (1899)"	"75 mm"	"rechterzijde"
"Part13_013Hoogkerk"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1895)"	"66 mm"	"rechterzijde"
"Part13_017Nieuwerkerk"	"koppelingen Swell to Great, Great to Pedals, Swell to Pedals
vier combinatietreden
trede Swell"	"a1 = 447 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee schepbalgen en handpomp (ca 1865)"	"78 mm"	"voorzijde"
"Part13_064Oosterwierum"	"ventiel"	"a1 = 432 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen en handpomp (1897)"	"80 mm"	"linkerzijde"
"Part13_102AlphenaandenRijn"	"koppelingen I-II, I-II 16', III-II 16', Ped-I, Ped-II
vaste combinaties PP P MF F FF Tutti Oplosser
twee vrije combinaties
auto. Ped - Oplosser
tongwerken uit
tremolo II
treden zwelkast Man II"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met vijf regulateurs"	"Man I 92 mm, Man II 86 mm, Ped 107 mm"	"vrijstaande speeltafel rechts op de galerij"
"Part13_133Hoogblokland"	"manuaalkoppel
tremulant
vacant (loze knop voor symmetrie)"	"a1 = 421 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"één spaanbalg"	"55 mm"	"achterzijde"
"Part13_096Odoorn"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en schokbalg BW (1899)"	"84 mm"	"rechterzijde"
"Part13_063Nootdorp"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremolo NW (buiten gebruik)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1897)"	"80 mm"	"voorzijde"
"Part13_134Langezwaag"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1901)"	"75 mm"	"linkerzijde"
"Part13_075EgmondaanZee"	"tremblant
windlozer"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalgen met twee schepbalgen en handpomp (1898)"	"78 mm"	"linkerzijde"
"Part13_045Norg"	"tremulant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en regulateur (1896)"	"88 mm"	"linkerzijde"
"Part13_081NieuwerterAa"	"koppelingen Swell to Great, Swell Octave, Great to Pedals, Swell to Pedals
tremulant
vijf combinatietreden
trigger Swell"	"a1 = 447 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee schepbalgen (1898) en handpomp"	"80 mm"	"tussen beide kassen, ingebouwd in de linkerkas"
"Part13_016Midwolda"	"klavierkoppel
tremulant DW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"78 mm"	"rechterzijde"
"Part13_001Woltersum"	"windlosser
nihil (loze knop)"	"a1 = 434 Hz"	"evenredig zwevend"	"C-f3"	"C-a"	"magazijnbalg, schokbalg en handpomp (1894)"	"79 mm"	"rechterzijde"
"Part13_015Leeuwarden"	"manuaalkoppel, pedaalkoppel
tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1895)"	"85 mm"	"rechterzijde"
"Part13_054Coevorden"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW"	"a1 = 440 Hz"	"Werckmeister III"	"C-g3"	"C-f1"	"regulateurs onder aan de laden"	"72 mm"	"voorzijde"
"Part13_069Usselo"	"koppeling Ped-Man
tremolo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"83 mm"	"linkerzijde"
"Part13_061Meppel"	"pedaalkoppel
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1897)"	"70 mm"	"rechterzijde"
"Part13_048Oudesluis"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-H"	"magazijnbalg met een schepbalg en regulateur"	"73 mm"	"linkerzijde"
"Part13_147Zurich"	"ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1901)"	"60 mm"	"linkerzijde"
"Part13_084Uitgeest"	"koppelingen (als treden) HW-Rec, Ped-HW, Ped-Rec, totaalkoppel
trede zwelkast Rec
vier vaste combinaties-oplosser (drukknoppen)
tremulant Rec"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee regulateurs"	"magazijnbalgen 110 mm, regulateurs 89 mm"	"vrijstaande speeltafel tussen de beide kassen"
"Part13_145Wittem"	"koppelingen I II, I II 16', Ped I, Ped II
vaste combinaties P-MF-F-FF-T
vrije combinatie
trede zwelkast
trede generaal crescendo
drukknop generaal crescendo
automatische pedaalomschakeling"	"a1 = 437 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"Zakmagazijnbalg met twee regulateurs"	"HW en Ped 76 mm, ZwW 72 mm"	"vrijstaande speeltafel"
"Part13_139Schagen"	"manuaalkoppel, pedaalkoppel
tremblant BW
windlozer
afsluiters HW, BW, Ped
muet"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en trapinstallatie (1901)"	"75 mm"	"rechterzijde"
"Part13_103Appelscha"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"70 mm"	"rechterzijde"
"Part13_127Beetgumermolen"	"tremulant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1901)"	"85 mm"	"rechterzijde"
"Part13_073Driesum-Wouterswoude"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant NW"	"a1 = 439 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met inspringende vouw"	"72 mm"	"linkerzijde"
"Part13_018Nieuwleusen"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW"	"a1 = 442 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"74 mm"	"rechterzijde"
"Part13_065Reuver"	"trede voor het in- en uitschakelen van de Prestant en de Roerfluit"	"Niet meetbaar"	"Niet vast te stellen"	"C-g3"	"C-d"	"magazijnbalg met in- en uitspringende vouw, schepbalg en handpomp (1897)"	"niet meetbaar"	"rechterzijde"
"Part13_077Garijp"	"koppelingen HW-DW, Ped-HW, Ped-DW
tremulant DW"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg"	"72 mm"	"linkerzijde"
"Part13_025Heumen"	"koppeling Ped-Man"	"a1 = 437 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"73 mm"	"rechterzijde"
"Part13_091Dordrecht"	"koppelingen HW-BW, Ped-HW, Ped-BW
tacet (afsluiter Ped behalve Subbas)
calcant (= tremulant BW)
ventiel (registertrekker in achterwand kas)
trede crescendokast BW"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1899) en drie regulateurs"	"HW 81 mm, BW 98 mm, Ped 110 mm"	"vrijstaande speeltafel"
"Part13_012Hien"	"ventiel (in werkelijkheid tremulant)"	"a1 = 433 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met twee schepbalgen, handpomp en windwijzer (1895)"	"76 mm"	"linkerzijde"
"Part13_046OudePekela"	"twee combinatietreden
ventiel (buiten gebruik)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met twee schepbalgen (1888)"	"niet meetbaar"	"vrijstaande speeltafel tussen beide kassen"
"Part13_111Gouda"	"koppelingen I-II, Ped-I, Ped-II
vaste combinaties Piano, Tutti - Oplosser
tremolo"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1900)"	"82 mm"	"vrijstaande speeltafel met zicht op het front"
"Part13_130Grubbenvorst"	"Koppel II zu I, Koppel I zu Ped, Koppel II zu Ped. Superkoppel.
6 vaste combinaties
automatische pedaalomschakeling
knop voor het inschakelen van het generaal crescendo (verdwenen)
trede voor zwelkast
trede voor generaalcrescendo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met regulateur en schokbalg (1901)"	"70 mm"	"vrijstaande speeltafel"
"Part13_131Haarlem"	"manuaalkoppel, koppel Ped-HW
tremulant"	"a1 = 438 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (1901)"	"85 mm"	"rechterzijde"
"Part13_104Borgsweer"	""	"niet vast te stellen"	"niet vast te stellen"	"C-f3"	"C-a"	"magazijnbalg (1985)"	"niet vast te stellen"	"linkerzijde"
"Part13_022Veenwouden"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1895)"	"72 mm"	"rechterzijde"
"Part13_095NoordhornHerv"	"koppelingen I-II, Ped-I
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalgen met twee schepbalgen (1899)"	"84 mm"	"linkerzijde"
"Part13_079Kloosterburen"	"windlosser"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen, schokbalg en handpomp (1898)"	"84 mm"	"rechterzijde"
"Part13_108Garsthuizen"	""	"niet meetbaar"	"evenredig zwevend"	"C-f3"	"C-a"	"magazijnbalg met twee schepbalgen en handpomp (1900)"	"niet meetbaar"	"linkerzijde"
"Part13_128Blokzijl"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulant
ventiel"	"a1 = 433 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en trapinstallatie (1901)"	"86 mm"	"rechterzijde"
"Part13_007Demen"	"ventiel (buiten gebruik)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"twee spaanbalgen (1848) met trapinstallatie"	"85 mm"	"rechterzijde"
"Part13_086Zwolle"	"koppelingen HW-BoW of BoW-HW, Ped-HW, Ped-BoW
tremulant
koekoek"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met in- en uitspringende vouw"	"93 mm"	"voorzijde"
"Part13_040Heerde"	""	"a1 = 437 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met twee schepbalgen en handpomp (1896)"	"88 mm"	"linkerzijde"
"Part13_143UrkHerv"	"tremblant
windlozer"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1901)"	"70 mm"	"rechterzijde"
"Part13_033Berkenwoude"	"tremblant
windlozer"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1896)"	"63 mm"	"rechterzijde"
"Part13_030Asch"	"windlosser"	"a1 = 431 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg (1896)"	"71 mm"	"linkerzijde"
